Year,Month,Day,Value
2009,11,20,79
2009,12,20,31
2009,1,21,92
2009,2,21,21
2009,3,21,50
2009,4,21,78
2009,5,21,44
2009,6,21,65
2009,7,21,25
2009,8,21,53
2009,9,21,75
2009,10,21,45
2009,11,21,1
2009,12,21,48
2009,1,22,81
2009,2,22,82
2009,3,22,8
2009,4,22,64
2009,5,22,28
2009,6,22,96
2009,7,22,74
2009,8,22,78
2009,9,22,67
2009,10,22,68
2009,11,22,57
2009,12,22,37
2009,1,23,42
2009,2,23,67
2009,3,23,91
2009,4,23,91
2009,5,23,44
2009,6,23,58
2009,7,23,80
2009,8,23,93
2009,9,23,45
2009,10,23,63
2009,11,23,6
2009,12,23,94
2009,1,24,32
2009,2,24,62
2009,3,24,73
2009,4,24,52
2009,5,24,60
2009,6,24,14
2009,7,24,4
2009,8,24,73
2009,9,24,11
2009,10,24,8
2009,11,24,10
2009,12,24,53
2009,1,25,14
2009,2,25,55
2009,3,25,6
2009,4,25,21
2009,5,25,52
2009,6,25,59
2009,7,25,57
2009,8,25,50
2009,9,25,90
2009,10,25,47
2009,11,25,23
2009,12,25,61
2009,1,26,81
2009,2,26,40
2009,3,26,32
2009,4,26,79
2009,5,26,18
2009,6,26,32
2009,7,26,99
2009,8,26,91
2009,9,26,35
2009,10,26,6
2009,11,26,82
2009,12,26,41
2009,1,27,25
2009,2,27,85
2009,3,27,61
2009,4,27,31
2009,5,27,60
2009,6,27,22
2009,7,27,22
2009,8,27,59
2009,9,27,31
2009,10,27,36
2009,11,27,36
2009,12,27,45
2009,1,28,51
2009,2,28,17
2009,3,28,46
2009,4,28,9
2009,5,28,30
2009,6,28,82
2009,7,28,44
2009,8,28,15
2009,9,28,57
2009,10,28,1
2009,11,28,19
2009,12,28,71
2009,1,29,75
2009,2,29,0
2009,3,29,61
2009,4,29,24
2009,5,29,34
2009,6,29,33
2009,7,29,51
2009,8,29,47
2009,9,29,0
2009,10,29,3
2009,11,29,70
2009,12,29,4
2009,1,30,63
2009,2,30,0
2009,3,30,37
2009,4,30,40
2009,5,30,77
2009,6,30,46
2009,7,30,77
2009,8,30,38
2009,9,30,61
2009,10,30,93
2009,11,30,82
2009,12,30,31
2009,1,31,73
2009,2,31,0
2009,3,31,65
2009,4,31,0
2009,5,31,56
2009,6,31,0
2009,7,31,14
2009,8,31,43
2009,9,31,0
2009,10,31,14
2009,11,31,0
2009,12,31,57
2010,1,1,76
2010,2,1,41
2010,3,1,43
2010,4,1,60
2010,5,1,17
2010,6,1,77
2010,7,1,83
2010,8,1,49
2010,9,1,32
2010,10,1,21
2010,11,1,64
2010,12,1,90
2010,1,2,58
2010,2,2,36
2010,3,2,71
2010,4,2,25
2010,5,2,57
2010,6,2,98
2010,7,2,95
2010,8,2,73
2010,9,2,74
2010,10,2,66
2010,11,2,27
2010,12,2,49
2010,1,3,97
2010,2,3,56
2010,3,3,84
2010,4,3,69
2010,5,3,3
2010,6,3,13
2010,7,3,77
2010,8,3,2
2010,9,3,0
2010,10,3,4
2010,11,3,79
2010,12,3,27
2010,1,4,29
2010,2,4,91
2010,3,4,31
2010,4,4,13
2010,5,4,25
2010,6,4,15
2010,7,4,66
2010,8,4,65
2010,9,4,72
2010,10,4,95
2010,11,4,97
2010,12,4,8
2010,1,5,12
2010,2,5,44
2010,3,5,69
2010,4,5,47
2010,5,5,86
2010,6,5,9
2010,7,5,34
2010,8,5,63
2010,9,5,67
2010,10,5,4
2010,11,5,73
2010,12,5,21
2010,1,6,65
2010,2,6,98
2010,3,6,49
2010,4,6,37
2010,5,6,25
2010,6,6,25
2010,7,6,15
2010,8,6,60
2010,9,6,30
2010,10,6,92
2010,11,6,64
2010,12,6,86
2010,1,7,38
2010,2,7,82
2010,3,7,10
2010,4,7,13
2010,5,7,86
2010,6,7,8
2010,7,7,92
2010,8,7,43
2010,9,7,14
2010,10,7,95
2010,11,7,48
2010,12,7,85
2010,1,8,5
2010,2,8,65
2010,3,8,29
2010,4,8,36
2010,5,8,3
2010,6,8,0
2010,7,8,55
2010,8,8,82
2010,9,8,6
2010,10,8,45
2010,11,8,72
2010,12,8,43
2010,1,9,48
2010,2,9,1
2010,3,9,40
2010,4,9,18
2010,5,9,80
2010,6,9,34
2010,7,9,61
2010,8,9,66
2010,9,9,58
2010,10,9,25
2010,11,9,39
2010,12,9,65
2010,1,10,49
2010,2,10,76
2010,3,10,55
2010,4,10,1
2010,5,10,59
2010,6,10,80
2010,7,10,9
2010,8,10,61
2010,9,10,18
2010,10,10,91
2010,11,10,80
2010,12,10,73
2010,1,11,91
2010,2,11,31
2010,3,11,74
2010,4,11,4
2010,5,11,66
2010,6,11,8
2010,7,11,38
2010,8,11,0
2010,9,11,20
2010,10,11,85
2010,11,11,42
2010,12,11,37
2010,1,12,72
2010,2,12,32
2010,3,12,60
2010,4,12,38
2010,5,12,50
2010,6,12,87
2010,7,12,89
2010,8,12,95
2010,9,12,60
2010,10,12,33
2010,11,12,84
2010,12,12,17
2010,1,13,18
2010,2,13,11
2010,3,13,26
2010,4,13,83
2010,5,13,21
2010,6,13,71
2010,7,13,33
2010,8,13,66
2010,9,13,76
2010,10,13,11
2010,11,13,84
2010,12,13,16
2010,1,14,94
2010,2,14,36
2010,3,14,56
2010,4,14,28
2010,5,14,68
2010,6,14,79
2010,7,14,48
2010,8,14,91
2010,9,14,46
2010,10,14,45
2010,11,14,62
2010,12,14,82
2010,1,15,79
2010,2,15,25
2010,3,15,57
2010,4,15,93
2010,5,15,31
2010,6,15,37
2010,7,15,0
2010,8,15,66
2010,9,15,13
2010,10,15,41
2010,11,15,95
2010,12,15,34
2010,1,16,73
2010,2,16,63
2010,3,16,93
2010,4,16,41
2010,5,16,90
2010,6,16,55
2010,7,16,12
2010,8,16,76
2010,9,16,28
2010,10,16,48
2010,11,16,95
2010,12,16,13
2010,1,17,4
2010,2,17,66
2010,3,17,63
2010,4,17,98
2010,5,17,8
2010,6,17,97
2010,7,17,87
2010,8,17,40
2010,9,17,96
2010,10,17,97
2010,11,17,39
2010,12,17,91
2010,1,18,0
2010,2,18,83
2010,3,18,84
2010,4,18,18
2010,5,18,62
2010,6,18,58
2010,7,18,62
2010,8,18,65
2010,9,18,67
2010,10,18,84
2010,11,18,96
2010,12,18,6
2010,1,19,46
2010,2,19,69
2010,3,19,29
2010,4,19,84
2010,5,19,53
2010,6,19,35
2010,7,19,33
2010,8,19,58
2010,9,19,57
2010,10,19,60
2010,11,19,75
2010,12,19,17
2010,1,20,68
2010,2,20,55
2010,3,20,87
2010,4,20,9
2010,5,20,69
2010,6,20,17
2010,7,20,34
2010,8,20,22
2010,9,20,94
2010,10,20,39
2010,11,20,15
2010,12,20,91
2010,1,21,2
2010,2,21,67
2010,3,21,29
2010,4,21,79
2010,5,21,96
2010,6,21,36
2010,7,21,9
2010,8,21,95
2010,9,21,33
2010,10,21,46
2010,11,21,49
2010,12,21,13
2010,1,22,61
2010,2,22,63
2010,3,22,80
2010,4,22,59
2010,5,22,43
2010,6,22,43
2010,7,22,14
2010,8,22,42
2010,9,22,83
2010,10,22,86
2010,11,22,2
2010,12,22,71
2010,1,23,20
2010,2,23,35
2010,3,23,50
2010,4,23,49
2010,5,23,67
2010,6,23,92
2010,7,23,92
2010,8,23,36
2010,9,23,82
2010,10,23,45
2010,11,23,45
2010,12,23,20
2010,1,24,42
2010,2,24,32
2010,3,24,47
2010,4,24,35
2010,5,24,98
2010,6,24,21
2010,7,24,96
2010,8,24,42
2010,9,24,78
2010,10,24,21
2010,11,24,12
2010,12,24,26
2010,1,25,7
2010,2,25,49
2010,3,25,76
2010,4,25,5
2010,5,25,56
2010,6,25,93
2010,7,25,18
2010,8,25,77
2010,9,25,56
2010,10,25,88
2010,11,25,71
2010,12,25,64
2010,1,26,92
2010,2,26,90
2010,3,26,56
2010,4,26,17
2010,5,26,58
2010,6,26,30
2010,7,26,46
2010,8,26,26
2010,9,26,5
2010,10,26,48
2010,11,26,7
2010,12,26,28
2010,1,27,29
2010,2,27,66
2010,3,27,80
2010,4,27,23
2010,5,27,63
2010,6,27,11
2010,7,27,78
2010,8,27,61
2010,9,27,2
2010,10,27,22
2010,11,27,81
2010,12,27,37
2010,1,28,92
2010,2,28,0
2010,3,28,90
2010,4,28,94
2010,5,28,40
2010,6,28,92
2010,7,28,27
2010,8,28,26
2010,9,28,72
2010,10,28,41
2010,11,28,75
2010,12,28,99
2010,1,29,56
2010,2,29,0
2010,3,29,85
2010,4,29,89
2010,5,29,58
2010,6,29,51
2010,7,29,34
2010,8,29,82
2010,9,29,85
2010,10,29,94
2010,11,29,39
2010,12,29,84
2010,1,30,7
2010,2,30,0
2010,3,30,47
2010,4,30,0
2010,5,30,1
2010,6,30,0
2010,7,30,50
2010,8,30,34
2010,9,30,0
2010,10,30,20
2010,11,30,0
2010,12,30,5
2011,1,1,37
2011,2,1,13
2011,3,1,18
2011,4,1,99
2011,5,1,53
2011,6,1,17
2011,7,1,97
2011,8,1,73
2011,9,1,73
2011,10,1,52
2011,11,1,80
2011,12,1,54
2011,1,2,90
2011,2,2,53
2011,3,2,11
2011,4,2,13
2011,5,2,99
2011,6,2,66
2011,7,2,59
2011,8,2,61
2011,9,2,32
2011,10,2,67
2011,11,2,23
2011,12,2,22
2011,1,3,91
2011,2,3,51
2011,3,3,58
2011,4,3,52
2011,5,3,98
2011,6,3,37
2011,7,3,40
2011,8,3,50
2011,9,3,32
2011,10,3,7
2011,11,3,72
2011,12,3,53
2011,1,4,45
2011,2,4,10
2011,3,4,52
2011,4,4,21
2011,5,4,21
2011,6,4,97
2011,7,4,27
2011,8,4,29
2011,9,4,78
2011,10,4,92
2011,11,4,60
2011,12,4,18
2011,1,5,80
2011,2,5,78
2011,3,5,39
2011,4,5,69
2011,5,5,85
2011,6,5,1
2011,7,5,80
2011,8,5,23
2011,9,5,34
2011,10,5,4
2011,11,5,2
2011,12,5,87
2011,1,6,47
2011,2,6,33
2011,3,6,74
2011,4,6,7
2011,5,6,56
2011,6,6,98
2011,7,6,4
2011,8,6,57
2011,9,6,84
2011,10,6,50
2011,11,6,71
2011,12,6,5
2011,1,7,78
2011,2,7,86
2011,3,7,43
2011,4,7,6
2011,5,7,29
2011,6,7,24
2011,7,7,31
2011,8,7,45
2011,9,7,31
2011,10,7,47
2011,11,7,42
2011,12,7,19
2011,1,8,82
2011,2,8,76
2011,3,8,43
2011,4,8,41
2011,5,8,81
2011,6,8,1
2011,7,8,70
2011,8,8,52
2011,9,8,19
2011,10,8,83
2011,11,8,52
2011,12,8,7
2011,1,9,74
2011,2,9,17
2011,3,9,22
2011,4,9,76
2011,5,9,23
2011,6,9,73
2011,7,9,15
2011,8,9,96
2011,9,9,75
2011,10,9,6
2011,11,9,27
2011,12,9,14
2011,1,10,97
2011,2,10,47
2011,3,10,13
2011,4,10,95
2011,5,10,1
2011,6,10,85
2011,7,10,70
2011,8,10,67
2011,9,10,94
2011,10,10,12
2011,11,10,42
2011,12,10,1
2011,1,11,69
2011,2,11,30
2011,3,11,99
2011,4,11,65
2011,5,11,9
2011,6,11,83
2011,7,11,24
2011,8,11,47
2011,9,11,26
2011,10,11,16
2011,11,11,87
2011,12,11,97
2011,1,12,69
2011,2,12,17
2011,3,12,39
2011,4,12,26
2011,5,12,79
2011,6,12,9
2011,7,12,30
2011,8,12,91
2011,9,12,98
2011,10,12,40
2011,11,12,93
2011,12,12,37
2011,1,13,15
2011,2,13,78
2011,3,13,20
2011,4,13,23
2011,5,13,75
2011,6,13,4
2011,7,13,97
2011,8,13,61
2011,9,13,14
2011,10,13,30
2011,11,13,27
2011,12,13,84
2011,1,14,86
2011,2,14,30
2011,3,14,77
2011,4,14,4
2011,5,14,33
2011,6,14,64
2011,7,14,88
2011,8,14,74
2011,9,14,94
2011,10,14,38
2011,11,14,67
2011,12,14,6
2011,1,15,8
2011,2,15,90
2011,3,15,9
2011,4,15,32
2011,5,15,19
2011,6,15,64
2011,7,15,25
2011,8,15,67
2011,9,15,26
2011,10,15,29
2011,11,15,85
2011,12,15,51
2011,1,16,98
2011,2,16,36
2011,3,16,69
2011,4,16,27
2011,5,16,9
2011,6,16,34
2011,7,16,82
2011,8,16,98
2011,9,16,15
2011,10,16,90
2011,11,16,99
2011,12,16,18
2011,1,17,48
2011,2,17,57
2011,3,17,1
2011,4,17,45
2011,5,17,41
2011,6,17,14
2011,7,17,55
2011,8,17,78
2011,9,17,61
2011,10,17,24
2011,11,17,74
2011,12,17,35
2011,1,18,6
2011,2,18,86
2011,3,18,89
2011,4,18,29
2011,5,18,33
2011,6,18,55
2011,7,18,66
2011,8,18,2
2011,9,18,51
2011,10,18,79
2011,11,18,60
2011,12,18,78
2011,1,19,13
2011,2,19,32
2011,3,19,72
2011,4,19,4
2011,5,19,87
2011,6,19,62
2011,7,19,53
2011,8,19,74
2011,9,19,79
2011,10,19,54
2011,11,19,47
2011,12,19,95
2011,1,20,83
2011,2,20,57
2011,3,20,63
2011,4,20,72
2011,5,20,27
2011,6,20,7
2011,7,20,55
2011,8,20,61
2011,9,20,76
2011,10,20,26
2011,11,20,8
2011,12,20,45
2011,1,21,83
2011,2,21,40
2011,3,21,61
2011,4,21,68
2011,5,21,74
2011,6,21,20
2011,7,21,53
2011,8,21,24
2011,9,21,87
2011,10,21,18
2011,11,21,85
2011,12,21,81
2011,1,22,63
2011,2,22,56
2011,3,22,70
2011,4,22,6
2011,5,22,82
2011,6,22,68
2011,7,22,95
2011,8,22,82
2011,9,22,94
2011,10,22,74
2011,11,22,48
2011,12,22,34
2011,1,23,55
2011,2,23,97
2011,3,23,83
2011,4,23,50
2011,5,23,74
2011,6,23,91
2011,7,23,20
2011,8,23,16
2011,9,23,12
2011,10,23,89
2011,11,23,64
2011,12,23,93
2011,1,24,57
2011,2,24,81
2011,3,24,76
2011,4,24,53
2011,5,24,81
2011,6,24,82
2011,7,24,64
2011,8,24,30
2011,9,24,59
2011,10,24,60
2011,11,24,10
2011,12,24,99
2011,1,25,28
2011,2,25,22
2011,3,25,56
2011,4,25,96
2011,5,25,71
2011,6,25,51
2011,7,25,45
2011,8,25,34
2011,9,25,59
2011,10,25,16
2011,11,25,84
2011,12,25,23
2011,1,26,90
2011,2,26,74
2011,3,26,72
2011,4,26,42
2011,5,26,1
2011,6,26,51
2011,7,26,31
2011,8,26,96
2011,9,26,58
2011,10,26,92
2011,11,26,45
2011,12,26,85
2011,1,27,5
2011,2,27,42
2011,3,27,12
2011,4,27,69
2011,5,27,45
2011,6,27,89
2011,7,27,33
2011,8,27,19
2011,9,27,83
2011,10,27,97
2011,11,27,23
2011,12,27,10
2011,1,28,39
2011,2,28,0
2011,3,28,32
2011,4,28,58
2011,5,28,8
2011,6,28,68
2011,7,28,21
2011,8,28,73
2011,9,28,98
2011,10,28,93
2011,11,28,63
2011,12,28,49
2011,1,29,68
2011,2,29,0
2011,3,29,65
2011,4,29,13
2011,5,29,52
2011,6,29,61
2011,7,29,23
2011,8,29,90
2011,9,29,46
2011,10,29,72
2011,11,29,66
2011,12,29,62
2011,1,30,29
2011,2,30,0
2011,3,30,70
2011,4,30,0
2011,5,30,49
2011,6,30,0
2011,7,30,74
2011,8,30,33
2011,9,30,0
2011,10,30,27
2011,11,30,0
2011,12,30,2
2012,1,1,0
2012,2,1,96
2012,3,1,41
2012,4,1,16
2012,5,1,72
2012,6,1,79
2012,7,1,83
2012,8,1,94
2012,9,1,49
2012,10,1,40
2012,11,1,63
2012,12,1,28
2012,1,2,70
2012,2,2,55
2012,3,2,71
2012,4,2,54
2012,5,2,79
2012,6,2,30
2012,7,2,38
2012,8,2,6
2012,9,2,59
2012,10,2,86
2012,11,2,16
2012,12,2,21
2012,1,3,22
2012,2,3,24
2012,3,3,67
2012,4,3,65
2012,5,3,62
2012,6,3,59
2012,7,3,93
2012,8,3,49
2012,9,3,64
2012,10,3,12
2012,11,3,72
2012,12,3,15
2012,1,4,11
2012,2,4,34
2012,3,4,63
2012,4,4,80
2012,5,4,70
2012,6,4,20
2012,7,4,63
2012,8,4,7
2012,9,4,11
2012,10,4,85
2012,11,4,81
2012,12,4,71
2012,1,5,19
2012,2,5,77
2012,3,5,5
2012,4,5,18
2012,5,5,36
2012,6,5,53
2012,7,5,9
2012,8,5,11
2012,9,5,68
2012,10,5,58
2012,11,5,70
2012,12,5,44
2012,1,6,88
2012,2,6,43
2012,3,6,28
2012,4,6,87
2012,5,6,48
2012,6,6,13
2012,7,6,83
2012,8,6,42
2012,9,6,88
2012,10,6,68
2012,11,6,99
2012,12,6,10
2012,1,7,59
2012,2,7,27
2012,3,7,13
2012,4,7,90
2012,5,7,46
2012,6,7,62
2012,7,7,78
2012,8,7,29
2012,9,7,40
2012,10,7,30
2012,11,7,30
2012,12,7,3
2012,1,8,75
2012,2,8,58
2012,3,8,47
2012,4,8,61
2012,5,8,62
2012,6,8,61
2012,7,8,92
2012,8,8,3
2012,9,8,91
2012,10,8,43
2012,11,8,78
2012,12,8,54
2012,1,9,53
2012,2,9,45
2012,3,9,94
2012,4,9,58
2012,5,9,38
2012,6,9,65
2012,7,9,19
2012,8,9,43
2012,9,9,51
2012,10,9,87
2012,11,9,67
2012,12,9,29
2012,1,10,75
2012,2,10,1
2012,3,10,18
2012,4,10,82
2012,5,10,66
2012,6,10,23
2012,7,10,95
2012,8,10,53
2012,9,10,88
2012,10,10,49
2012,11,10,60
2012,12,10,45
2012,1,11,52
2012,2,11,42
2012,3,11,81
2012,4,11,93
2012,5,11,14
2012,6,11,43
2012,7,11,72
2012,8,11,14
2012,9,11,59
2012,10,11,82
2012,11,11,52
2012,12,11,16
2012,1,12,54
2012,2,12,24
2012,3,12,54
2012,4,12,19
2012,5,12,33
2012,6,12,97
2012,7,12,55
2012,8,12,34
2012,9,12,18
2012,10,12,74
2012,11,12,59
2012,12,12,98
2012,1,13,93
2012,2,13,48
2012,3,13,88
2012,4,13,46
2012,5,13,44
2012,6,13,70
2012,7,13,51
2012,8,13,81
2012,9,13,40
2012,10,13,49
2012,11,13,68
2012,12,13,29
2012,1,14,50
2012,2,14,59
2012,3,14,34
2012,4,14,61
2012,5,14,51
2012,6,14,13
2012,7,14,5
2012,8,14,28
2012,9,14,32
2012,10,14,41
2012,11,14,24
2012,12,14,54
2012,1,15,39
2012,2,15,8
2012,3,15,39
2012,4,15,87
2012,5,15,93
2012,6,15,80
2012,7,15,44
2012,8,15,73
2012,9,15,94
2012,10,15,24
2012,11,15,85
2012,12,15,29
2012,1,16,96
2012,2,16,1
2012,3,16,58
2012,4,16,42
2012,5,16,33
2012,6,16,62
2012,7,16,75
2012,8,16,24
2012,9,16,94
2012,10,16,28
2012,11,16,79
2012,12,16,15
2012,1,17,80
2012,2,17,73
2012,3,17,22
2012,4,17,46
2012,5,17,75
2012,6,17,79
2012,7,17,27
2012,8,17,43
2012,9,17,19
2012,10,17,14
2012,11,17,5
2012,12,17,54
2012,1,18,9
2012,2,18,31
2012,3,18,62
2012,4,18,19
2012,5,18,16
2012,6,18,96
2012,7,18,88
2012,8,18,36
2012,9,18,87
2012,10,18,62
2012,11,18,32
2012,12,18,0
2012,1,19,52
2012,2,19,22
2012,3,19,80
2012,4,19,1
2012,5,19,84
2012,6,19,56
2012,7,19,13
2012,8,19,34
2012,9,19,16
2012,10,19,41
2012,11,19,65
2012,12,19,91
2012,1,20,69
2012,2,20,50
2012,3,20,85
2012,4,20,48
2012,5,20,74
2012,6,20,96
2012,7,20,55
2012,8,20,25
2012,9,20,92
2012,10,20,99
2012,11,20,2
2012,12,20,60
2012,1,21,75
2012,2,21,8
2012,3,21,82
2012,4,21,19
2012,5,21,90
2012,6,21,67
2012,7,21,37
2012,8,21,79
2012,9,21,50
2012,10,21,89
2012,11,21,6
2012,12,21,65
2012,1,22,92
2012,2,22,38
2012,3,22,70
2012,4,22,14
2012,5,22,30
2012,6,22,31
2012,7,22,41
2012,8,22,91
2012,9,22,52
2012,10,22,66
2012,11,22,45
2012,12,22,92
2012,1,23,94
2012,2,23,77
2012,3,23,78
2012,4,23,13
2012,5,23,98
2012,6,23,98
2012,7,23,67
2012,8,23,6
2012,9,23,16
2012,10,23,53
2012,11,23,66
2012,12,23,71
2012,1,24,14
2012,2,24,30
2012,3,24,46
2012,4,24,42
2012,5,24,81
2012,6,24,55
2012,7,24,93
2012,8,24,1
2012,9,24,36
2012,10,24,38
2012,11,24,58
2012,12,24,98
2012,1,25,59
2012,2,25,58
2012,3,25,31
2012,4,25,73
2012,5,25,97
2012,6,25,36
2012,7,25,11
2012,8,25,73
2012,9,25,32
2012,10,25,15
2012,11,25,2
2012,12,25,57
2012,1,26,96
2012,2,26,6
2012,3,26,2
2012,4,26,40
2012,5,26,44
2012,6,26,2
2012,7,26,51
2012,8,26,99
2012,9,26,34
2012,10,26,29
2012,11,26,73
2012,12,26,89
2012,1,27,42
2012,2,27,77
2012,3,27,89
2012,4,27,20
2012,5,27,36
2012,6,27,91
2012,7,27,75
2012,8,27,29
2012,9,27,46
2012,10,27,5
2012,11,27,24
2012,12,27,71
2012,1,28,9
2012,2,28,75
2012,3,28,49
2012,4,28,64
2012,5,28,97
2012,6,28,18
2012,7,28,64
2012,8,28,68
2012,9,28,86
2012,10,28,60
2012,11,28,83
2012,12,28,37
2012,1,29,53
2012,2,29,0
2012,3,29,61
2012,4,29,54
2012,5,29,54
2012,6,29,99
2012,7,29,38
2012,8,29,17
2012,9,29,97
2012,10,29,36
2012,11,29,21
2012,12,29,96
2012,1,30,71
2012,2,30,0
2012,3,30,27
2012,4,30,0
2012,5,30,6
2012,6,30,0
2012,7,30,86
2012,8,30,33
2012,9,30,0
2012,10,30,8
2012,11,30,0
2012,12,30,30
2013,1,1,58
2013,2,1,33
2013,3,1,80
2013,4,1,89
2013,5,1,21
2013,6,1,46
2013,7,1,34
2013,8,1,71
2013,9,1,87
2013,10,1,34
2013,11,1,47
2013,12,1,95
2013,1,2,72
2013,2,2,63
2013,3,2,18
2013,4,2,3
2013,5,2,36
2013,6,2,84
2013,7,2,62
2013,8,2,33
2013,9,2,62
2013,10,2,90
2013,11,2,45
2013,12,2,39
2013,1,3,40
2013,2,3,44
2013,3,3,26
2013,4,3,0
2013,5,3,17
2013,6,3,95
2013,7,3,52
2013,8,3,47
2013,9,3,99
2013,10,3,50
2013,11,3,69
2013,12,3,59
2013,1,4,41
2013,2,4,83
2013,3,4,83
2013,4,4,6
2013,5,4,99
2013,6,4,20
2013,7,4,65
2013,8,4,33
2013,9,4,87
2013,10,4,74
2013,11,4,30
2013,12,4,87
2013,1,5,1
2013,2,5,14
2013,3,5,65
2013,4,5,18
2013,5,5,46
2013,6,5,3
2013,7,5,3
2013,8,5,46
2013,9,5,8
2013,10,5,51
2013,11,5,70
2013,12,5,15
2013,1,6,53
2013,2,6,84
2013,3,6,17
2013,4,6,4
2013,5,6,95
2013,6,6,92
2013,7,6,91
2013,8,6,11
2013,9,6,94
2013,10,6,44
2013,11,6,42
2013,12,6,78
2013,1,7,29
2013,2,7,72
2013,3,7,65
2013,4,7,81
2013,5,7,81
2013,6,7,92
2013,7,7,48
2013,8,7,33
2013,9,7,53
2013,10,7,46
2013,11,7,66
2013,12,7,26
2013,1,8,19
2013,2,8,0
2013,3,8,29
2013,4,8,31
2013,5,8,69
2013,6,8,59
2013,7,8,93
2013,8,8,16
2013,9,8,28
2013,10,8,85
2013,11,8,56
2013,12,8,47
2013,1,9,24
2013,2,9,70
2013,3,9,69
2013,4,9,37
2013,5,9,5
2013,6,9,58
2013,7,9,87
2013,8,9,55
2013,9,9,92
2013,10,9,43
2013,11,9,33
2013,12,9,97
2013,1,10,89
2013,2,10,27
2013,3,10,53
2013,4,10,38
2013,5,10,63
2013,6,10,89
2013,7,10,10
2013,8,10,30
2013,9,10,25
2013,10,10,86
2013,11,10,0
2013,12,10,66
2013,1,11,22
2013,2,11,25
2013,3,11,53
2013,4,11,68
2013,5,11,37
2013,6,11,26
2013,7,11,96
2013,8,11,69
2013,9,11,41
2013,10,11,36
2013,11,11,58
2013,12,11,84
2013,1,12,81
2013,2,12,70
2013,3,12,5
2013,4,12,85
2013,5,12,43
2013,6,12,26
2013,7,12,33
2013,8,12,42
2013,9,12,5
2013,10,12,88
2013,11,12,90
2013,12,12,97
2013,1,13,9
2013,2,13,21
2013,3,13,40
2013,4,13,67
2013,5,13,12
2013,6,13,60
2013,7,13,10
2013,8,13,94
2013,9,13,27
2013,10,13,62
2013,11,13,49
2013,12,13,27
2013,1,14,71
2013,2,14,53
2013,3,14,52
2013,4,14,60
2013,5,14,32
2013,6,14,36
2013,7,14,47
2013,8,14,34
2013,9,14,37
2013,10,14,68
2013,11,14,6
2013,12,14,92
2013,1,15,17
2013,2,15,66
2013,3,15,80
2013,4,15,17
2013,5,15,47
2013,6,15,62
2013,7,15,88
2013,8,15,0
2013,9,15,86
2013,10,15,64
2013,11,15,41
2013,12,15,15
2013,1,16,87
2013,2,16,37
2013,3,16,34
2013,4,16,59
2013,5,16,9
2013,6,16,3
2013,7,16,70
2013,8,16,96
2013,9,16,91
2013,10,16,27
2013,11,16,48
2013,12,16,65
2013,1,17,38
2013,2,17,60
2013,3,17,79
2013,4,17,82
2013,5,17,22
2013,6,17,56
2013,7,17,28
2013,8,17,84
2013,9,17,18
2013,10,17,20
2013,11,17,25
2013,12,17,22
2013,1,18,75
2013,2,18,60
2013,3,18,18
2013,4,18,67
2013,5,18,52
2013,6,18,26
2013,7,18,39
2013,8,18,93
2013,9,18,73
2013,10,18,98
2013,11,18,0
2013,12,18,16
2013,1,19,74
2013,2,19,41
2013,3,19,4
2013,4,19,82
2013,5,19,43
2013,6,19,4
2013,7,19,21
2013,8,19,9
2013,9,19,19
2013,10,19,36
2013,11,19,31
2013,12,19,93
2013,1,20,78
2013,2,20,68
2013,3,20,65
2013,4,20,34
2013,5,20,20
2013,6,20,88
2013,7,20,17
2013,8,20,48
2013,9,20,69
2013,10,20,29
2013,11,20,26
2013,12,20,77
2013,1,21,97
2013,2,21,63
2013,3,21,75
2013,4,21,11
2013,5,21,59
2013,6,21,94
2013,7,21,91
2013,8,21,70
2013,9,21,51
2013,10,21,86
2013,11,21,78
2013,12,21,36
2013,1,22,37
2013,2,22,21
2013,3,22,72
2013,4,22,31
2013,5,22,51
2013,6,22,82
2013,7,22,25
2013,8,22,80
2013,9,22,18
2013,10,22,60
2013,11,22,59
2013,12,22,15
2013,1,23,21
2013,2,23,0
2013,3,23,5
2013,4,23,0
2013,5,23,27
2013,6,23,87
2013,7,23,48
2013,8,23,21
2013,9,23,29
2013,10,23,81
2013,11,23,49
2013,12,23,90
2013,1,24,44
2013,2,24,43
2013,3,24,72
2013,4,24,82
2013,5,24,49
2013,6,24,23
2013,7,24,67
2013,8,24,41
2013,9,24,35
2013,10,24,68
2013,11,24,68
2013,12,24,6
2013,1,25,57
2013,2,25,8
2013,3,25,71
2013,4,25,44
2013,5,25,22
2013,6,25,97
2013,7,25,47
2013,8,25,3
2013,9,25,92
2013,10,25,50
2013,11,25,12
2013,12,25,82
2013,1,26,3
2013,2,26,66
2013,3,26,16
2013,4,26,43
2013,5,26,67
2013,6,26,49
2013,7,26,51
2013,8,26,64
2013,9,26,25
2013,10,26,88
2013,11,26,31
2013,12,26,12
2013,1,27,95
2013,2,27,18
2013,3,27,12
2013,4,27,6
2013,5,27,88
2013,6,27,24
2013,7,27,60
2013,8,27,36
2013,9,27,94
2013,10,27,57
2013,11,27,90
2013,12,27,68
2013,1,28,57
2013,2,28,0
2013,3,28,93
2013,4,28,26
2013,5,28,14
2013,6,28,90
2013,7,28,21
2013,8,28,64
2013,9,28,55
2013,10,28,43
2013,11,28,93
2013,12,28,14
2013,1,29,19
2013,2,29,0
2013,3,29,74
2013,4,29,27
